1136	Il suo continuo lagno stanca tutti.	他不停的抱怨让大家都很疲惫。
1137	Uso la colla per riparare il libro.	我用胶水修这本书。
1138	Le tue amiche sono molto simpatiche.	你的朋友们很讨人喜欢。
1139	Devo pagare questa tassa entro venerdì.	我必须在星期五前缴这笔税。
1140	Domani ho un esame di italiano.	我明天有一场意大利语考试。
1141	Marta è una studentessa universitaria.	玛尔塔是一名大学女学生。
1142	Il mio vicino è canadese.	我的邻居是加拿大人。
1143	Marco è uno studente di medicina.	马尔科是一名医学生。
1144	Chiudo il pacco con il nastro adesivo.	我用胶带封包裹。
1146	Il fiume attraversa la città.	这条河穿过这座城市。
1147	A scuola studiamo geografia.	我们在学校学习地理。
1148	La pioggia bagna le strade.	雨水打湿了街道。
1149	Il getto d'acqua è molto forte.	这股水流很强。
1150	Guardo la cartina per trovare la strada.	我看地图找路。
1151	In inverno andiamo spesso in montagna.	冬天我们经常去山区。
1152	La Sicilia è un'isola italiana.	西西里是意大利的一座岛。
1153	Ogni sera leggo qualche pagina.	我每天晚上读几页书。
1154	Il professor Rossi insegna storia.	罗西教授教历史。
1155	A scuola mio figlio studia latino.	我儿子在学校学习拉丁语。
1156	La mia auto è parcheggiata fuori.	我的汽车停在外面。
1158	Gli studenti entrano in aula alle nove.	学生们九点进入教室。
1159	Sei molto bravo a cucinare.	你很擅长做饭。
1160	Ho parlato agli studenti dopo la lezione.	课后我和学生们谈了话。
1161	Vorrei conoscere meglio i miei nuovi colleghi.	我想更好地认识我的新同事。
1162	Oggi mi sento molto meglio.	我今天感觉好多了。
1165	Voglio imparare a parlare italiano.	我想学会说意大利语。
1166	Il coccodrillo vive vicino al fiume.	鳄鱼生活在河边。
1167	L'uscita è alla fine del corridoio.	出口在走廊尽头。
1168	L'elefante è un animale molto grande.	大象是一种很大的动物。
1169	Dobbiamo discutere alcune questioni importanti.	我们必须讨论一些重要问题。
1170	Quelle scarpe sono troppo piccole.	那些鞋太小了。
1171	Le mie gatte sono pigre la mattina.	我的猫早上很懒。
1172	La tigre corre molto veloce.	老虎跑得很快。
1173	Ho visto un serpente vicino al sentiero.	我在小路附近看到了一条蛇。
1175	È pericoloso attraversare con il rosso.	红灯时过马路很危险。
1176	Ha detto addio ai suoi amici prima di partire.	出发前他向朋友们告别。
1177	Quegli studenti vengono dalla Spagna.	那些学生来自西班牙。
1178	L'orso vive nei boschi.	熊生活在森林里。
1179	Il pinguino non può volare.	企鹅不会飞。
1180	Quei libri sono miei.	那些书是我的。
1181	Il leone dorme sotto un albero.	狮子在树下睡觉。
1182	La scimmia mangia una banana.	猴子在吃一根香蕉。
1183	Non toccare la pentola: è calda.	别碰锅，锅很烫。
1184	Domenica portiamo i bambini allo zoo.	星期天我们带孩子们去动物园。
1187	Ho venticinque anni.	我二十五岁。
1188	Il mio collega lavora da casa oggi.	我的同事今天在家办公。
1190	Nelle fiabe i maghi fanno magie.	童话里的魔法师会施魔法。
1192	Sono in pausa fino alle tre.	我休息到三点。
1193	Il documento è nell'armadio.	文件在柜子里。
1194	I miei colleghi arrivano alle otto.	我的同事们八点到。
1195	Prendo un biscotto con il caffè.	我喝咖啡时吃一块饼干。
1196	Il mango è maturo e dolce.	这个芒果熟了，而且很甜。
1197	Lavoro dalle nove alle cinque.	我从九点工作到五点。
1198	Posso dire una cosa?	我可以说件事吗？
1199	Domani faccio una presentazione al lavoro.	我明天在工作中做一个演示。
1200	Guarda lo schermo e segui le istruzioni.	看屏幕并按照说明操作。
1201	È stato un viaggio lungo.	这是一段很长的旅程。
1203	Il cliente aspetta alla cassa.	顾客在收银台等候。
1204	Il mio capo è in riunione.	我的老板正在开会。
1205	Devo preparare la cena.	我得准备晚饭。
1206	Il televisore è ancora acceso.	电视还开着。
1209	Ho ricevuto una chiamata dal medico.	我接到了医生打来的电话。
1210	Il computer è molto lento oggi.	今天电脑很慢。
1211	Le sue azioni hanno conseguenze importanti.	他的行为会带来重要后果。
1212	A che ora esci dal lavoro?	你几点下班？
1214	La partita è stata davvero emozionante.	这场比赛真的很激动人心。
1215	Ho sentito un rumore misterioso.	我听到了一个神秘的声音。
1216	Vi aspetto davanti alla stazione.	我在火车站前等你们。
1218	Il fumo può causare un danno ai polmoni.	吸烟可能会对肺部造成损害。
1219	Stasera guardiamo un film italiano.	今晚我们看一部意大利电影。
1221	Mi piacciono le commedie romantiche.	我喜欢浪漫喜剧。
1222	Di notte la temperatura cala rapidamente.	夜里气温下降得很快。
1224	Scrivo una lettera a mia nonna.	我给奶奶写一封信。
1225	Quelli sono i miei bagagli.	那些是我的行李。
1227	Ti chiamo stasera dopo cena.	我今晚晚饭后给你打电话。
1228	Sei fortunato ad avere amici così.	你有这样的朋友很幸运。
1230	È uscito il nuovo single della cantante.	这位歌手的新单曲发行了。
1231	È un ristorante molto romantico.	这是一家很浪漫的餐厅。
1233	Domani ceneranno con noi.	他们明天会和我们一起吃晚饭。
1234	I ragazzi escono da scuola alle quattro.	孩子们四点放学。
1235	Tutti sono pronti per partire.	大家都准备好出发了。
1236	Stasera guarderanno la partita in TV.	他们今晚会在电视上看比赛。
1237	In bocca al lupo per l'esame!	祝你考试好运！
1238	Marta scriverà una mail domani.	玛尔塔明天会写一封电子邮件。
1239	Luca cucinerà la cena stasera.	卢卡今晚会做晚饭。
1240	Il nuovo film esce venerdì.	这部新电影星期五上映。
1241	Oggi il cielo è nuvoloso.	今天天空多云。
1242	Domani guarderemo un documentario.	我们明天会看一部纪录片。
1243	Stasera guarderete il film insieme.	你们今晚会一起看电影。
1244	A che ora cenerete domani?	你们明天几点吃晚饭？
1245	Ti mando tanti baci.	给你很多个吻。
1246	Ceneremo fuori sabato sera.	我们星期六晚上会在外面吃晚饭。
1247	Oggi c'è vento e fa freddo.	今天有风，而且很冷。
1248	Stasera cenerò a casa.	我今晚会在家吃晚饭。
1249	Domani conoscerò i miei nuovi colleghi.	我明天会认识我的新同事。
1250	Alla festa cantò una canzone italiana.	在聚会上他唱了一首意大利歌曲。
1251	Esco dal lavoro alle sei.	我六点下班离开。
1252	Domani conoscerai i miei amici.	你明天会认识我的朋友们。
1253	Il negozio è aperto in diverse fasce orarie.	这家店在不同时间段营业。
1254	Domani vado all'aeroporto presto.	我明天很早去机场。
1255	A che ora uscite dall'ufficio?	你们几点离开办公室？
1256	Dove cenerai stasera?	你今晚会在哪里吃晚饭？
1257	Siamo usciti di casa molto presto.	我们很早就离开家了。
1259	Il pubblico applaude alla fine dello spettacolo.	演出结束时观众鼓掌。
1261	È importante rilassarsi dopo il lavoro.	下班后放松很重要。
1262	È ora di prepararsi per uscire.	该准备出门了。
1265	Sono emozionato per il viaggio di domani.	我对明天的旅行很兴奋。
1266	Prima dell'esame sono sempre nervoso.	考试前我总是很紧张。
1267	Lo spettacolo comincia alle nove.	演出九点开始。
1268	Domani farò la spesa dopo il lavoro.	我明天下班后会去买东西。
1269	Dobbiamo prepararci prima di partire.	出发前我们必须做好准备。
1270	Domani dovete svegliarvi presto.	你们明天必须早起。
1272	Dovete prepararvi in dieci minuti.	你们必须在十分钟内准备好。
1273	Domani dobbiamo svegliarci alle cinque.	我们明天必须五点醒来。
1274	Devi prepararti per l'esame.	你必须为考试做准备。
1275	Devi svegliarti prima delle sette.	你必须七点前醒来。
1276	I miei amici vengono a cena stasera.	我的朋友们今晚来吃晚饭。
1277	Ascolto spesso musica pop.	我经常听流行音乐。
1278	Domani devo svegliarmi molto presto.	我明天必须很早起床。
1279	Devo prepararmi per il colloquio.	我必须为面试做准备。
1280	A mio fratello piace il rock.	我哥哥喜欢摇滚乐。
1282	Ho messo il microfono in muto.	我把麦克风静音了。
1283	Loro partiranno domani mattina.	他们明天早上会出发。
1285	I bambini dormiranno nella stessa stanza.	孩子们会睡在同一个房间。
1287	La vista dalla montagna è incredibile.	从山上看到的景色令人难以置信。
1288	Questa notte dormiremo in albergo.	今晚我们会睡在酒店。
1289	Partiremo dopo colazione.	我们早餐后出发。
1290	Dove dormirete durante il viaggio?	你们旅行期间会住在哪里？
1291	Partirete sabato o domenica?	你们星期六还是星期天出发？
1292	Il treno partirà alle otto.	火车八点出发。
1293	Dopo il viaggio dormirà per molte ore.	旅行后他会睡很多小时。
1294	Il modulo è completo e pronto da inviare.	表格填写完整，可以提交了。
1295	Qual è il prezzo di questa giacca?	这件夹克多少钱？
1296	Verrò sicuramente alla riunione.	我肯定会来参加会议。
1297	Mia nonna conosce molte leggende locali.	我奶奶知道很多当地传说。
1298	A che ora partirai domani?	你明天几点出发？
1299	Stanotte dormirai meglio.	你今晚会睡得更好。
1300	Abbiamo prenotato il viaggio in un'agenzia di viaggi.	我们在旅行社预订了旅行。
1301	La mia valigia è troppo pesante.	我的行李箱太重了。
1302	Stanotte dormirò a casa di un amico.	我今晚会睡在一个朋友家。
1303	È a Milano per affari.	他在米兰出差办事。
1304	Partirò venerdì mattina.	我星期五早上出发。
1305	Probabilmente arriveremo tardi.	我们大概会晚到。
1308	La trama del film è molto interessante.	这部电影的情节很有趣。
1309	Abbiamo passato uno stupendo fine settimana al mare.	我们在海边度过了一个极好的周末。
1310	È difficile essere d'accordo su tutto.	要在所有事情上都意见一致很难。
1311	Entrambi i miei figli studiano italiano.	我的两个孩子都学习意大利语。
1312	Taglia la torta in otto pezzi.	把蛋糕切成八块。
1313	Cammino almeno mezz'ora tutti i giorni.	我每天至少步行半小时。
1314	Il bambino dorme con il suo giocattolo preferito.	这个孩子抱着他最喜欢的玩具睡觉。
1315	Il criceto dorme nella sua gabbia.	仓鼠睡在它的笼子里。
1316	La festa è stata un vero fiasco.	这次聚会彻底失败了。
1317	Montiamo la tenda vicino al lago.	我们在湖边搭帐篷。
1318	Ogni sabato pulisco tutta la casa.	我每周六打扫整个房子。
1319	Non voglio litigare per una cosa così piccola.	我不想为这么小的事情吵架。
1320	Il bicchiere cade dal tavolo.	杯子从桌上掉下来。
1321	Il suo ufficio è sempre disordinato.	他的办公室总是很乱。
1322	Preferisco un colore scuro.	我更喜欢深色。
1323	La camera da letto è al primo piano.	卧室在一楼。
1324	Questo divano è molto comodo.	这个沙发很舒服。
1325	C'è un tappeto sotto il tavolo.	桌子下面有一块地毯。
1327	Luca ha un fratello gemello.	卢卡有一个双胞胎兄弟。
1328	Il mio gatto è pigro e dorme tutto il giorno.	我的猫很懒，整天睡觉。
1329	Questo modello è diverso dal precedente.	这个型号和上一个不同。
1330	Il tavolo è pulito e ordinato.	桌子干净又整齐。
1331	Sabato sera andiamo in discoteca.	星期六晚上我们去夜店。
1332	Ho cantato una canzone italiana.	我唱了一首意大利歌曲。
1333	Abbiamo ballato fino a mezzanotte.	我们一直跳舞到午夜。
1334	In estate arrivano molti turisti.	夏天会来很多游客。
1336	Abbiamo parlato del problema per un'ora.	我们谈了一个小时这个问题。
1337	Abbina ogni parola alla sua immagine.	把每个单词和对应图片配对。
1338	Al ristorante abbiamo ordinato frutti di mare.	我们在餐厅点了海鲜。
1339	Questo piatto è davvero delizioso.	这道菜真的很美味。
1340	Ho provato questo piatto per la prima volta.	我第一次尝了这道菜。
1341	Ho mangiato una pizza a pranzo.	我午饭吃了一张披萨。
1342	D'estate andiamo spesso al mare.	夏天我们经常去海边。
1343	È un piatto tipico della Sicilia.	这是西西里的一道典型菜肴。
1345	Ho nuotato per mezz'ora.	我游了半小时泳。
1347	Il paese ha circa duemila abitanti.	这个镇大约有两千名居民。
1348	Abbiamo passeggiato lungo il fiume.	我们沿着河边散了步。
1349	Ho visitato Firenze l'anno scorso.	我去年参观了佛罗伦萨。
1350	Ho viaggiato molto per lavoro.	我因为工作去过很多地方。
1351	Di chi è questa borsa?	这个包是谁的？
1352	Sono contento del risultato.	我对这个结果很满意。
1353	La scatola è piena di libri.	盒子里装满了书。
1354	Dicono che domani pioverà.	他们说明天会下雨。
1355	È veramente una bella città.	这真是一座美丽的城市。
1356	Ho chiamato mia madre ieri sera.	我昨晚给妈妈打了电话。
1358	Non dire una bugia.	不要说谎。
1359	Il re è sotto scacco.	国王现在被将军了。
1360	Ho sciato tutto il giorno.	我滑了一整天雪。
1361	Ieri ho cucinato la pasta per tutti.	昨天我给大家做了意面。
1362	Lavora per una piccola impresa familiare.	他在一家小型家族企业工作。
1363	Ho già pagato il conto.	我已经付过账了。
1364	Nella storia la maga aiuta il principe.	故事里的女魔法师帮助王子。
1365	Vado al lavoro in moto.	我骑摩托车上班。
1366	Ho comprato queste scarpe ieri.	我昨天买了这双鞋。
1367	Il proprietario dell'appartamento vive al piano di sopra.	这套公寓的房东住在楼上。
1368	Ho lavorato fino a tardi ieri sera.	我昨晚工作到很晚。
1369	Lei è un'influencer molto conosciuta.	她是一位很有名的网红。
1370	Abbiamo pranzato insieme al ristorante.	我们一起在餐厅吃了午饭。
1371	Quell'attrice ha vinto un premio.	那位女演员获了奖。
1372	Ho fatto tutto il possibile.	我已经尽了最大努力。
1374	È un attore italiano molto famoso.	他是一位很有名的意大利男演员。
1375	L'anno scorso siamo stati a Roma.	去年我们去了罗马。
1376	La strega viveva in una casa nel bosco.	女巫住在森林里的一座房子里。
1377	Ho cercato le chiavi dappertutto.	我到处找过钥匙。
1378	Guido con prudenza quando piove.	下雨时我谨慎开车。
1380	Ho seguito le istruzioni passo dopo passo.	我一步一步按照说明做了。
1381	Ho preso l'autobus delle otto.	我坐了八点的公交车。
1382	Le capre mangiano l'erba sulla collina.	山羊在山坡上吃草。
1384	All'improvviso è iniziato a piovere.	突然开始下雨了。
1385	È ovvio che abbiamo bisogno di più tempo.	显然我们需要更多时间。
1386	Accendo una candela sul tavolo.	我在桌上点一支蜡烛。
1387	Mia figlia studia pianoforte.	我女儿学钢琴。
1388	Ho sentito un rumore fuori dalla finestra.	我听见窗外有声音。
1389	La lampada sul comodino è accesa.	床头柜上的灯亮着。
1392	Ho trovato le chiavi sotto il divano.	我在沙发下面找到了钥匙。
1394	Alla fine trovai la strada giusta.	最后我找到了正确的路。
1395	Ho dormito otto ore.	我睡了八个小时。
1396	Senza elettricità il frigorifero non funziona.	没有电冰箱就无法工作。
1397	Vivono in una villa vicino al lago.	他们住在湖边的一栋别墅里。
1398	Non avvicinarti al fuoco.	不要靠近火。
1399	Da bambino avevo paura dei fantasmi.	我小时候害怕鬼。
1400	Mi piace ascoltare la musica mentre cucino.	我喜欢做饭时听音乐。
1401	A cena ci sediamo tutti allo stesso tavolo.	晚饭时我们大家坐在同一张桌子旁。
1402	L'ingresso al museo è gratis oggi.	今天博物馆免费入场。
1403	Domani conosceremo il nuovo direttore.	我们明天会认识新主管。
1404	Domenica andremo al lago.	我们星期天会去湖边。
1406	Ho una sorpresa per te.	我有一个惊喜给你。
1408	Hanno girato il film a Roma.	他们在罗马拍摄了这部电影。
1409	Vorrei visitare il Giappone un giorno.	我希望有一天去日本。
1410	A scuola dobbiamo recitare una poesia.	我们在学校要朗诵一首诗。
1411	Oggi mi sento peggio di ieri.	我今天感觉比昨天更糟。
1412	Ti mando il video per messaggio.	我通过消息把视频发给你。
1413	Sto imparando il giapponese.	我正在学习日语。
1414	Quel cameriere è stato molto antipatico.	那个服务员很不友好。
1415	Questo modello è il meno costoso.	这个型号是最便宜的。
1416	Ho comprato due maglie di cotone.	我买了两件棉质上衣。
1417	Luca ed Elena arrivano domani.	卢卡和埃莱娜明天到。
1418	Mio fratello è un ballerino professionista.	我哥哥是一名职业舞者。
1419	Il medico è stato molto gentile con me.	医生对我非常亲切。
1420	Sono un fan di questa squadra.	我是这支球队的粉丝。
1421	L'acqua cola dal tetto quando piove.	下雨时水从屋顶往下滴。
1422	Mio figlio studia il coreano online.	我儿子在网上学习韩语。
1423	Il castro romano sorgeva su una collina.	这座罗马要塞建在一座山丘上。
1424	Mia sorella è una musicista.	我妹妹是一名音乐家。
1425	Abbiamo alcuni problemi da risolvere.	我们有一些问题需要解决。
1426	Adesso capisco cosa vuoi dire.	现在我明白你的意思了。
1427	Ho lavato tutte le finestre.	我把所有窗户都洗了。
1428	Ogni sera ci esercitiamo a parlare italiano.	我们每天晚上练习说意大利语。
1429	Mi esercito con l'italiano ogni giorno.	我每天练习意大利语。
1430	Il mio vicino è russo.	我的邻居是俄罗斯人。
1431	Domani studieremo il passato prossimo.	我们明天会学习近过去时。
1432	Stasera studierò per l'esame.	我今晚会为考试学习。
1434	Tutti i bambini sono già a letto.	所有孩子都已经上床了。
1435	Vorrei imparare un po' di arabo.	我想学一点阿拉伯语。
1436	Mi fa male la pancia.	我肚子疼。
1439	Dopo il lavoro sono completamente distrutto.	下班后我累坏了。
1441	Mia figlia suona il violino.	我女儿拉小提琴。
1442	Il pianoforte è uno strumento musicale.	钢琴是一种乐器。
1445	Abbiate pazienza ancora un momento.	请你们再耐心等一下。
1446	Cerco questa parola nel dizionario.	我在词典里查这个词。
1447	Luca suona la chitarra ogni sera.	卢卡每天晚上弹吉他。
1449	Mi piace mangiare sushi.	我喜欢吃寿司。
1451	La caccia è vietata in questa zona.	这个区域禁止狩猎。
1452	La nonna cosse il pane nel forno.	奶奶在烤炉里烤了面包。
1454	La riunione di oggi è informale.	今天的会议是非正式的。
1455	Indossa un bracciale d'argento.	她戴着一个银手镯。
1457	Il lavandino del bagno è molto piccolo.	浴室的洗手池很小。
1458	Mettiamo una tovaglia pulita sul tavolo.	我们在桌上铺一块干净桌布。
1459	Devo scopare il pavimento della cucina.	我得扫厨房的地板。
1460	Mi piace il profumo di questo fiore.	我喜欢这朵花的香味。
1461	Credo di no, ma posso controllare.	我想不是，不过我可以确认一下。
1462	Studio spesso in biblioteca.	我经常在图书馆学习。
1463	Vorrei invitare alcuni amici a cena.	我想邀请几个朋友来吃晚饭。
1464	Il mio fidanzato lavora a Torino.	我的男朋友在都灵工作。
1466	Il pollo è ben cotto.	鸡肉已经熟透了。
1467	È davvero un bel posto.	这真是个漂亮的地方。
1468	Vorrei qualcosa di caldo da bere.	我想喝点热的东西。
1470	Dopodomani parto per Milano.	我后天去米兰。
1471	Non posso farlo senza di te.	没有你我做不到这件事。
1472	Otto è un numero pari.	八是一个偶数。
1473	È impossibile finire tutto in dieci minuti.	十分钟内完成所有事情是不可能的。
1474	I bambini giocano al parco giochi.	孩子们在游乐场玩。
1475	Quando andrete in vacanza?	你们什么时候去度假？
1476	Loro andranno a Roma il mese prossimo.	他们下个月会去罗马。
1477	Perché cacci il gatto dalla cucina?	你为什么把猫赶出厨房？
1478	Dobbiamo proteggere i bambini dal freddo.	我们必须保护孩子们免受寒冷。
1479	È un problema serio.	这是一个严重的问题。
1480	Il cucciolo dorme vicino alla madre.	幼崽睡在妈妈旁边。
1482	Domani andrà dal medico.	他明天会去看医生。
1483	Mio padre lavora in fabbrica.	我父亲在工厂工作。
1484	Ti ho cercato dovunque.	我到处找过你。
1485	Ogni adulto deve mostrare un documento.	每位成年人都必须出示证件。
1487	Lavoro nella fascia oraria del mattino.	我在早班时间段工作。
1488	Dove andrai dopo il lavoro?	你下班后会去哪里？
1489	Il corriere ha lasciato due pacchi davanti alla porta.	快递员在门前放了两个包裹。
1490	Compro il pane in questo panificio.	我在这家面包店买面包。
1492	A Natale prepariamo il tacchino al forno.	圣诞节我们烤火鸡。
1493	Mio fratello minore ha sedici anni.	我弟弟十六岁。
1494	Cerco di mangiare più verdura.	我尽量多吃蔬菜。
1495	Domani andrò in centro.	我明天会去市中心。
1496	Stamattina ho preso il treno delle sette.	今天早上我坐了七点的火车。
1497	Il ladro è scappato dalla finestra.	小偷从窗户逃走了。
1498	Devo fare la spesa prima di cena.	晚饭前我得去采购食品。
1499	Il supermercato chiude alle nove.	超市九点关门。
1500	I bambini hanno molti giochi nella loro stanza.	孩子们的房间里有很多玩具。
