272	Hai bisogno di aiuto?	你需要帮助吗？
273	Il letto è molto comodo.	这张床很舒服。
276	Questa è la nostra casa.	这是我们的家。
277	La cucina è piccola ma luminosa.	厨房不大，但很明亮。
279	La sabbia è calda.	沙子很热。
283	Apro la finestra per cambiare aria.	我打开窗户换换空气。
284	Il medico guarda la lastra.	医生在看X光片。
286	Sul balcone ci sono due sedie.	阳台上有两把椅子。
287	Il cane corre nel parco.	狗在公园里跑。
291	I suoi commenti sono davvero buffi.	他的评论真的很滑稽。
294	Ho perso una calza.	我丢了一只袜子。
300	Questo è il nostro tavolo.	这是我们的桌子。
302	Purtroppo oggi non posso venire.	可惜我今天来不了。
303	Metti i tappi sulle bottiglie.	把瓶塞盖到瓶子上。
304	Questo esercizio è difficile.	这道练习很难。
305	Il mio lavoro è stressante.	我的工作压力很大。
306	Questo film è noioso.	这部电影很无聊。
307	Quel bambino è molto buffo.	那个孩子很滑稽。
308	La festa è stata divertente.	聚会很有趣。
309	Questo libro è interessante.	这本书很有趣。
310	Questo esercizio è facile.	这道练习很容易。
311	Il gatto dorme sul canapè.	猫睡在沙发上。
312	La cuoca prepara il pranzo.	女厨师在准备午饭。
313	La professoressa spiega la lezione.	女老师在讲课。
314	La dottoressa visita il paziente.	女医生在给病人看诊。
315	La scuola apre alle otto.	学校八点开门。
317	Sei matto? Fa troppo freddo!	你疯了吗？天气太冷了！
318	Il mio ufficio è al secondo piano.	我的办公室在二楼。
319	Il professore parla lentamente.	老师说得很慢。
321	Devo parlare con il dottore.	我得和医生谈谈。
322	Il cuoco prepara la pasta.	厨师在做意大利面。
326	Sai dov'è la stazione?	你知道火车站在哪里吗？
327	Allora, che cosa facciamo?	那么，我们做什么？
328	Che cosa fai domani?	你明天做什么？
329	Grazie, sto bene.	谢谢，我很好。
330	Ci sono molte macchine in strada.	路上有很多汽车。
331	I cani giocano in giardino.	狗狗们在花园里玩。
332	Le sue figlie studiano a Roma.	他的女儿们在罗马上学。
333	Loro sanno già la risposta.	他们已经知道答案了。
334	Ho trovato una zecca sul cane.	我在狗身上发现了一只蜱虫。
335	Gli appartamenti hanno grandi balconi.	这些公寓都有大阳台。
336	I bambini giocano in giardino.	孩子们在花园里玩。
337	I gatti dormono al sole.	猫咪们在太阳下睡觉。
338	Le stanze sono pulite.	这些房间很干净。
339	Questa città è molto bella.	这座城市很美。
340	Il foglio è ingiallito con il tempo.	这张纸随着时间变黄了。
341	Siamo pronti per partire.	我们准备好出发了。
342	La macchina è parcheggiata fuori.	汽车停在外面。
343	Fai due tagli piccoli qui.	你在这里切两个小口。
344	I loro figli vanno a scuola insieme.	他们的孩子一起上学。
345	Il gatto è sotto il tavolo.	猫在桌子下面。
346	Ho comprato scarpe nuove.	我买了新鞋。
347	Siete pronti?	你们准备好了吗？
350	Le due case sono vicine.	这两栋房子离得很近。
351	Le mie colleghe sono americane.	我的女同事是美国人。
352	Queste ricette sono italiane.	这些食谱是意大利的。
354	I vicini sono molto gentili.	邻居们很友善。
355	Molti italiani bevono il caffè al bar.	很多意大利人会在咖啡吧喝咖啡。
356	I miei amici sono americani.	我的朋友是美国人。
357	Questi libri sono nuovi.	这些书是新的。
359	Vorresti un caffè?	你想喝杯咖啡吗？
360	Vorrei due biglietti per Milano.	我想买两张去米兰的票。
364	Parlo un po' di francese.	我会说一点法语。
366	Dopo la corsa mi manca il fiato.	跑完以后我喘不过气来。
367	Ginevra è una città svizzera.	日内瓦是一座瑞士城市。
368	Mia figlia studia italiano.	我女儿学习意大利语。
370	Ho comprato una rosa rossa.	我买了一朵红玫瑰。
371	Zurigo si trova in Svizzera.	苏黎世位于瑞士。
373	Lei è svizzera.	她是瑞士人。
374	Vai a casa adesso?	你现在回家吗？
376	Sto studiando tedesco.	我正在学习德语。
377	Lui è svizzero e vive a Berna.	他是瑞士人，住在伯尔尼。
380	Vado al lavoro in autobus.	我坐公交车去上班。
382	Non sopporto la sua continua lagna.	我受不了他不停地抱怨。
386	Svuoto la bottiglia nel lavandino.	我把瓶子里的东西倒进水槽。
387	Questi fiori sono belli.	这些花很漂亮。
388	Questa è la rotta più breve per il porto.	这是去港口最短的路线。
391	Ho una buona idea.	我有一个好主意。
393	Non tutti i ricchi sono felici.	并不是所有富人都快乐。
395	Mi dispiace, non sono d'accordo.	对不起，我不同意。
396	Vado al lavoro in bicicletta.	我骑自行车去上班。
397	Quella casa è molto vecchia.	那栋房子很旧。
398	Questa è la sua macchina.	这是他/她的车。
399	Uso il computer per lavorare.	我用电脑工作。
401	Il telefono è rotto.	手机坏了。
405	Questo edificio è molto vecchio.	这栋建筑很旧。
406	Questo è il suo passaporto.	这是他/她/您的护照。
411	Questo regalo è per te.	这个礼物是给你的。
415	Posso pagare con la carta di credito?	我可以用信用卡付款吗？
418	La gara inizia alle nove.	比赛九点开始。
419	Devi portare il passaporto.	你必须带护照。
420	Questi orologi sono molto costosi.	这些手表很贵。
421	Ci sono molte persone qui.	这里有很多人。
423	Al semaforo giri a sinistra.	到红绿灯处你左转。
424	D'inverno porto sempre i guanti.	冬天我总是戴手套。
425	Mi piacciono molto questi libri.	我很喜欢这些书。
426	Queste scarpe sono comode.	这双鞋很舒服。
427	Le montagne sono belle in primavera.	春天的山很美。
428	Ho comprato due borse nere.	我买了两个黑色的包。
430	Ti piacciono questi pantaloni?	你喜欢这条裤子吗？
431	Queste chiavi sono mie.	这些钥匙是我的。
432	Le borse sono sul tavolo.	包都在桌子上。
434	I miei pantaloni sono neri.	我的裤子是黑色的。
435	Vado allo stadio con gli amici.	我和朋友们去体育场。
436	Questi pantaloni sono troppo lunghi.	这条裤子太长了。
438	Ci sono due supermercati qui vicino.	附近有两家超市。
440	Molti studenti prendono il treno.	很多学生坐火车。
441	Ho trovato l'informazione sul sito.	我在网站上找到了这个信息。
442	Guarda questa foto!	看这张照片！
443	Ha bisogno di un documento in più.	他/她/您还需要一份文件。
445	Vorrebbe un bicchiere d'acqua?	您想喝杯水吗？
446	Comunque, possiamo provare domani.	无论如何，我们明天可以试试。
447	Il parco è aperto fino alle nove.	公园开放到九点。
451	Mio nonno vive in campagna.	我爷爷住在乡下。
452	Ho sonno, vado a letto.	我困了，我去睡觉。
454	Mia moglie lavora in ospedale.	我妻子在医院工作。
455	Il paziente riceve le cure necessarie.	病人正在接受必要的治疗。
457	Ho sete, bevo un po' d'acqua.	我渴了，喝点水。
459	Perché corri così veloce?	你为什么跑得这么快？
462	Ho fame, prepariamo qualcosa da mangiare.	我饿了，我们做点吃的吧。
463	Faccio colazione alle sette.	我七点吃早餐。
465	Oggi resto a casa.	我今天待在家里。
466	Il bambino è malato.	这个孩子生病了。
467	Faccio yoga due volte alla settimana.	我每周做两次瑜伽。
471	Ho scaricato una nuova applicazione.	我下载了一个新应用程序。
474	A volte prendo il treno.	我有时坐火车。
476	Mio padre usa il computer ogni giorno.	我爸爸每天都用电脑。
477	Questo cibo è molto piccante.	这种食物很辣。
478	Lei lava i piatti dopo cena.	她晚饭后洗盘子。
479	Ho una maglietta gialla e un cappello giallo.	我有一件黄色T恤和一顶黄色帽子。
481	Luca mangia una mela.	卢卡吃一个苹果。
482	Il professore cita un esempio interessante.	老师引用了一个有趣的例子。
485	Stasera cucino la pasta.	今晚我做意大利面。
487	Lavo la macchina ogni domenica.	我每个星期天洗车。
488	Porto i vestiti in lavanderia.	我把衣服送到洗衣店。
489	Metti i piatti sul tavolo.	把盘子放到桌上。
490	Che cosa cucini stasera?	你今晚做什么饭？
491	Lavi spesso la macchina?	你经常洗车吗？
492	Perché piangi?	你为什么哭？
494	Mangi carne?	你吃肉吗？
495	Preferisco stare a casa stasera.	我今晚更想待在家里。
496	Devo studiare per l'esame.	我得为考试学习。
499	Benvenuto a casa nostra!	欢迎来我们家！
500	Stiamo bene qui.	我们在这里过得很好。
501	Cuciniamo insieme questa sera.	我们今晚一起做饭。
502	Questi regali sono per i bambini.	这些礼物是给孩子们的。
503	A Natale mangiamo il panettone.	圣诞节我们吃意大利圣诞面包。
504	A Natale tutta la famiglia si riunisce.	圣诞节全家人会聚在一起。
505	Viaggiamo spesso in treno.	我们经常坐火车旅行。
506	La reggia è aperta ai visitatori.	王宫对游客开放。
507	Lavoriamo nello stesso ufficio.	我们在同一个办公室工作。
509	Oggi fa molto caldo.	今天很热。
510	Mangiamo insieme a mezzogiorno.	我们中午一起吃饭。
511	Mi piace il cioccolato fondente.	我喜欢黑巧克力。
512	Abbiamo visto uno squalo in mare.	我们在海里看到了一条鲨鱼。
513	Cerchiamo un appartamento vicino al centro.	我们在找一套靠近市中心的公寓。
515	Compriamo il pane al supermercato.	我们在超市买面包。
516	A Pasqua andiamo dai nonni.	复活节我们去祖父母家。
517	Festeggiamo il compleanno sabato.	我们星期六庆祝生日。
518	A Capodanno guardiamo i fuochi d'artificio.	元旦我们看烟花。
519	Andiamo al cinema stasera?	我们今晚去电影院吗？
520	A Capodanno brindiamo a mezzanotte.	元旦午夜我们举杯庆祝。
521	Il concerto comincia alle nove.	音乐会九点开始。
523	Passiamo il fine settimana al mare.	我们在海边度周末。
524	I bambini stanno giocando fuori.	孩子们正在外面玩。
525	È importante arrivare in orario.	准时到达很重要。
526	Questi documenti sono importanti.	这些文件很重要。
529	Tieni il busto retto.	保持上身挺直。
530	Questo regalo è per te.	这个礼物是给你的。
531	Il tavolo è raso al muro.	桌子与墙面齐平。
532	Prendiamo un aperitivo dopo il lavoro.	下班后我们去喝一杯餐前酒。
533	Il museo è chiuso il lunedì.	博物馆星期一闭馆。
534	Lei prende l'autobus ogni mattina.	她每天早上坐公交车。
535	Da qui vede tutta la città.	从这里他/她能看到整座城市。
536	In questa città ci sono molti parchi.	这座城市有很多公园。
537	Questo ristorante è molto famoso.	这家餐厅很有名。
538	Prendi il treno delle otto.	你坐八点的火车。
540	Vedi quella casa rossa?	你看见那栋红房子了吗？
541	I negozi chiudono alle otto.	商店八点关门。
542	Il castello si trova sulla collina.	城堡位于山丘上。
546	Se non sto attento, cado.	如果我不小心，就会摔倒。
550	I medici lavorano in ospedale.	医生们在医院工作。
551	Abito vicino al centro.	我住在市中心附近。
553	Vorrei un altro caffè, per favore.	我还想要一杯咖啡，谢谢。
554	Ti aiuto con le valigie.	我帮你拿行李。
556	Il bambino ha paura del fantasma.	孩子害怕幽灵。
557	Questo posto è libero?	这个座位有人吗？
558	Quando sono arrabbiato, non grido.	我生气时不会大喊。
559	Ha paura dei cani.	他/她/您怕狗。
560	Vorrei un'altra bottiglia d'acqua.	我还想要一瓶水。
562	Quell'uomo aspetta l'autobus.	那个男人在等公交车。
563	Il bambino dorme già.	孩子已经睡着了。
564	Ha abbastanza senno per decidere da solo.	他有足够的判断力自己作决定。
565	Senti questo rumore?	你听到这个声音了吗？
566	Dormi bene di notte?	你晚上睡得好吗？
567	Hai paura del buio?	你怕黑吗？
568	La donna alla cassa è molto gentile.	收银台那位女士很友善。
569	Quel film è davvero spaventoso.	那部电影真的很吓人。
570	Di solito dormo otto ore.	我通常睡八个小时。
573	Ho paura di volare.	我害怕坐飞机。
574	Ha una voce molto calma.	他/她的声音很平静。
576	Perché strappi il foglio?	你为什么撕这张纸？
577	Di notte la strada è molto tranquilla.	夜里这条街很安静。
578	Sento strani rumori dalla cucina.	我听到厨房里有奇怪的声音。
580	C'è troppo rumore qui.	这里太吵了。
581	Riesco a sentire la musica dalla strada.	我从街上都能听到音乐。
582	È strano non vedere nessuno qui.	这里一个人都看不到，很奇怪。
583	Ho comprato un paio di sci nuovi.	我买了一副新滑雪板。
584	I miei amici vanno al mare domani.	我的朋友明天去海边。
586	Oggi nevica molto.	今天雪下得很大。
591	Uso questa applicazione ogni giorno.	我每天使用这个应用程序。
592	Lei balla molto bene.	她跳舞跳得很好。
593	Se non capisci, rileggi la frase.	如果你没看懂，就把句子再读一遍。
595	Oggi piove tutto il giorno.	今天一整天都在下雨。
597	La zucca è pronta per la zuppa.	南瓜已经可以用来做汤了。
602	La zuppa è ancora calda.	汤还很热。
604	Andate a Roma questo fine settimana?	你们这个周末去罗马吗？
606	Che cosa fate dopo il lavoro?	你们下班后做什么？
610	Oggi c'è il sole e fa caldo.	今天天晴，而且很暖和。
611	Hai scelto il numero giusto.	你选对号码了。
612	Che facciamo stasera?	我们今晚做什么？
614	Il suolo è molto secco.	土壤很干。
617	Devo scrivere un'e-mail.	我得写一封电子邮件。
622	Dove sono i bagni?	卫生间在哪里？
623	Apro la finestra per far entrare aria fresca.	我打开窗户让新鲜空气进来。
624	I documenti sono sulla scrivania.	文件在办公桌上。
625	Questa sedia è libera?	这把椅子有人坐吗？
628	Abito al quinto piano.	我住在五楼。
630	Domani ho un colloquio di lavoro.	我明天有一个工作面试。
631	Devo aspettare ancora dieci minuti.	我还得再等十分钟。
632	Le bevande sono ancora calde.	这些饮料还是热的。
633	Oggi sono molto felice.	我今天很开心。
634	Ho comprato dei fiori per mia madre.	我给妈妈买了花。
635	Questo fiore profuma molto.	这朵花很香。
637	Dopo il lavoro sono stanco.	下班后我很累。
638	Di solito ceno alle otto.	我通常八点吃晚饭。
639	Queste scarpe sono molto eleganti.	这些鞋很优雅。
640	Dove sono le tue chiavi?	你的钥匙在哪里？
641	Mia nonna prepara una torta buonissima.	我奶奶做的蛋糕特别好吃。
642	Questo pane è molto buono.	这个面包很好吃。
643	Il ricevimento è al primo piano.	接待处在一楼。
644	I tuoi documenti sono pronti.	你的文件准备好了。
645	Questo vestito è molto elegante.	这件衣服很优雅。
646	Mio zio vive a Torino.	我叔叔住在都灵。
647	I miei zii vengono a cena stasera.	我的叔伯舅们今晚来吃晚饭。
648	Mio nonno legge il giornale ogni mattina.	我爷爷每天早上看报纸。
649	Lo sposo aspetta davanti alla chiesa.	新郎在教堂前等着。
650	Le mie scarpe sono nuove.	我的鞋是新的。
652	La moschea è vicino alla piazza.	清真寺在广场附近。
653	Le mie amiche arrivano domani.	我的女性朋友们明天到。
654	La sposa indossa un vestito bianco.	新娘穿着白色礼服。
655	Mia zia lavora in banca.	我姨妈在银行工作。
656	I miei genitori vivono in campagna.	我的父母住在乡下。
657	Oggi sembrano tutti tristi.	今天大家看起来都很难过。
659	Loro vogliono partire presto.	他们想早点出发。
660	Stasera esco con gli amici.	今晚我和朋友们出去。
661	I miei genitori sono già arrivati.	我的父母已经到了。
662	Il loro matrimonio sarà a giugno.	他们的婚礼将在六月举行。
663	Le nostre camere sono al secondo piano.	我们的房间在二楼。
664	Le lezioni iniziano alle nove.	课程九点开始。
665	Oggi abbiamo due lezioni.	今天我们有两节课。
667	Le lezioni sono molto interessanti.	这些课很有意思。
668	Se passi da Milano, chiamami.	如果你经过米兰，给我打电话。
669	Se mostri il documento, ti fanno entrare.	如果你出示证件，他们会让你进去。
670	Studio letteratura italiana.	我学习意大利文学。
671	Ascolto musica mentre lavoro.	我工作时听音乐。
672	I nostri amici arrivano stasera.	我们的朋友今晚到。
673	I professori sono in riunione.	老师们正在开会。
674	La matematica non è difficile per me.	数学对我来说不难。
675	Mi piace studiare la storia italiana.	我喜欢学习意大利历史。
676	Le vostre valigie sono qui.	你们的行李在这里。
678	Qual è la tua materia preferita?	你最喜欢的科目是什么？
679	Questo è il mio ristorante preferito.	这是我最喜欢的餐厅。
680	Non trovo le chiavi di casa.	我找不到家门钥匙。
681	I vostri posti sono in fondo.	你们的位置在后面。
683	Odio aspettare in coda.	我讨厌排队等候。
684	I vestiti sono nell'armadio.	衣服在衣柜里。
685	Sto leggendo un libro in italiano.	我正在读一本意大利语书。
686	Il latte è nel frigorifero.	牛奶在冰箱里。
687	Mia figlia studia all'università.	我女儿在大学学习。
688	Questa è la vostra camera.	这是你们的房间。
689	Le ragazze aspettano davanti alla scuola.	女孩们在学校门口等着。
690	Questo è il vostro tavolo.	这是你们的桌子。
691	Il dormitorio è vicino all'università.	宿舍在大学附近。
692	Benvenuti in Italia!	欢迎你们来到意大利！
698	Le loro biciclette sono nuove.	他们的自行车是新的。
699	L'autobus passa ogni venti minuti.	公交车每二十分钟一班。
700	I loro figli studiano qui.	他们的孩子在这里学习。
701	Controllo gli ingredienti prima di comprare il prodotto.	买产品前我会查看配料。
703	Vorrei un panino con prosciutto.	我想要一个火腿三明治。
705	Vorrei un pezzo di torta.	我想要一块蛋糕。
708	Questo salame è molto saporito.	这种萨拉米香肠味道很浓。
709	Porto sempre una bottiglia d'acqua.	我总是带一瓶水。
710	Vorrei una birra, per favore.	我想要一杯啤酒，谢谢。
712	Il negozio offre una vasta gamma di prodotti.	这家店提供种类丰富的商品。
713	Vorremmo prenotare un tavolo per due.	我们想预订一张两人桌。
715	La loro casa è molto grande.	他们的房子很大。
717	Ci sono molte persone alla fermata.	车站有很多人。
718	Preferiamo cenare presto.	我们更喜欢早点吃晚饭。
719	In città ci sono diversi centri sportivi.	城里有几个体育中心。
721	Vorrebbero pagare con la carta.	他们想刷卡付款。
722	Il loro appartamento è vicino al centro.	他们的公寓靠近市中心。
724	Abbiamo bisogno di più tempo.	我们需要更多时间。
725	So guidare, ma non ho una macchina.	我会开车，但我没有车。
727	Ebbi molta paura quella notte.	那天晚上我非常害怕。
729	Ho scattato una fotografia del Duomo.	我拍了一张大教堂的照片。
730	Oggi ho due riunioni di lavoro.	今天我有两个工作会议。
732	Ho dimenticato il cellulare a casa.	我把手机忘在家里了。
733	Hanno bisogno di un altro documento.	他们还需要一份文件。
734	Le sue valigie sono già pronte.	他/她的行李已经准备好了。
735	Dobbiamo partire prima delle otto.	我们必须在八点前出发。
738	Un dollaro vale meno di un euro.	一美元的价值低于一欧元。
739	Il mio vicino è marocchino.	我的邻居是摩洛哥人。
740	Vivo qui da sei mesi.	我在这里住了六个月。
741	Questo tratto di strada è chiuso.	这一路段封闭了。
742	Cercano un appartamento con due camere.	他们在找一套两居室公寓。
743	Mia sorella cerca lavoro.	我姐姐在找工作。
745	Ho gli occhi stanchi.	我的眼睛很疲劳。
746	I miei colleghi parlano italiano e inglese.	我的同事会说意大利语和英语。
747	I suoi genitori vivono a Napoli.	他/她的父母住在那不勒斯。
748	Il nuovo collega è indiano.	新同事是印度人。
750	Devo rinnovare il visto.	我需要续签签证。
751	A loro piacciono i film italiani.	他们喜欢意大利电影。
752	Divertiti alla festa!	祝你在聚会上玩得开心！
753	Stai attento quando attraversi la strada.	过马路时要小心。
754	Sono preoccupato per l'esame.	我很担心考试。
755	Questa zona è molto tranquilla.	这个地区很安静。
756	Le piacciono questi fiori?	她/您喜欢这些花吗？
757	In centro ci sono molti ristoranti.	市中心有很多餐厅。
758	Le piace il caffè?	她/您喜欢咖啡吗？
759	Di solito vado a pranzare alle dodici.	我通常十二点去吃午饭。
760	Non so se piaccio al nuovo collega.	我不知道新同事是否喜欢我。
761	In questo parco vivono molti animali.	这个公园里生活着很多动物。
763	Gli piacciono le auto sportive.	他喜欢跑车。
764	Gli piace molto cucinare.	他很喜欢做饭。
765	C'è un uccello sul balcone.	阳台上有一只鸟。
767	Questo tavolo è di legno.	这张桌子是木头做的。
768	Mi piace cucinare per la famiglia.	我喜欢为家人做饭。
769	Mi piace questa città.	我喜欢这座城市。
770	Andiamo al cinema sabato sera.	我们星期六晚上去电影院。
771	Mi piace viaggiare in treno.	我喜欢坐火车旅行。
772	Com'è il tuo nuovo lavoro?	你的新工作怎么样？
773	È una ragazza molto intelligente.	她是一个很聪明的女孩。
774	La lavagna è sporca di gesso.	黑板上沾满了粉笔灰。
776	La squadra ha vinto la coppa.	这支球队赢得了奖杯。
778	Mio fratello è biondo.	我哥哥是金发的。
779	Possono entrare adesso.	他们现在可以进去了。
780	Il centro commerciale chiude alle nove.	购物中心九点关门。
781	Nel fine settimana mi piace fare shopping.	周末我喜欢购物。
782	La partita si gioca allo stadio.	比赛在体育场举行。
783	Sono annoiato, usciamo?	我无聊了，我们出去吧？
784	Gli artisti espongono le loro opere.	艺术家们正在展出他们的作品。
785	L'artista vive e lavora a Firenze.	这位艺术家在佛罗伦萨生活和工作。
786	Questo dipinto è molto famoso.	这幅画很有名。
787	La statua è davanti al museo.	雕像在博物馆前面。
788	Questi edifici sono molto antichi.	这些建筑很古老。
789	Ci sono due buchi nella parete.	墙上有两个洞。
790	Potete aspettare qui.	你们可以在这里等。
792	Il monumento si trova al centro della piazza.	纪念碑位于广场中央。
793	Vi piacciono questi quadri?	你们喜欢这些画吗？
795	Vi piace la cucina italiana?	你们喜欢意大利菜吗？
796	Volete ordinare adesso?	你们现在想点餐吗？
797	Il busto della statua è di marmo.	这座雕像的半身像是大理石做的。
798	Mi interessa molto la cultura italiana.	我对意大利文化很感兴趣。
799	Ci piace molto questo posto.	我们很喜欢这个地方。
800	Vogliamo imparare bene l'italiano.	我们想把意大利语学好。
801	Ci piacciono le città piccole.	我们喜欢小城市。
803	Mi piace l'arte moderna.	我喜欢现代艺术。
804	Guardo la televisione la sera.	我晚上看电视。
805	Guardate questa foto.	你们看这张照片。
806	Mio figlio gioca a calcio.	我儿子踢足球。
807	Le do un bacio sulla guancia.	我亲了她的脸颊一下。
808	Guardiamo un film insieme.	我们一起看电影。
809	Bevo molta acqua durante il giorno.	我白天喝很多水。
810	Mangiate spesso fuori?	你们经常在外面吃饭吗？
811	Siate prudenti sulla strada.	你们在路上要小心。
813	I bambini mangiano la pasta.	孩子们在吃意大利面。
815	A cena bevo un bicchiere di vino.	晚饭时我喝一杯葡萄酒。
817	Parliamo italiano durante la lezione.	我们上课时说意大利语。
818	C'è un guasto alla macchina.	汽车出了故障。
819	Parlate troppo velocemente.	你们说得太快了。
820	L'italiano è una lingua romanza.	意大利语是一门罗曼语。
821	I miei genitori lavorano insieme.	我的父母一起工作。
824	Lavorate anche il sabato?	你们星期六也工作吗？
825	Vado in palestra tre volte alla settimana.	我每周去三次健身房。
826	Studiate italiano ogni giorno?	你们每天学习意大利语吗？
827	Di pomeriggio faccio una passeggiata.	下午我会散步。
828	Dovete compilare questo modulo.	你们必须填写这张表格。
829	Studiamo insieme in biblioteca.	我们一起在图书馆学习。
830	I bambini dormono già.	孩子们已经睡了。
831	Questo edificio ha dieci piani.	这栋建筑有十层。
832	Il Portogallo è nell'Europa occidentale.	葡萄牙位于西欧。
833	I miei amici partono domani mattina.	我的朋友们明天早上出发。
835	È geloso del suo collega.	他嫉妒他的同事。
836	Preferite il tè o il caffè?	你们更喜欢茶还是咖啡？
837	Dove dormite stanotte?	你们今晚睡在哪里？
838	La Germania confina con diversi paesi.	德国与多个国家接壤。
839	I miei vicini sono tedeschi.	我的邻居是德国人。
840	Dormiamo in un ostello economico.	我们住在一家便宜的青年旅舍。
841	La Francia è famosa per la sua cucina.	法国以美食闻名。
842	Da qui vedono il mare.	从这里他们能看到海。
843	Ogni mattina prendono il treno.	他们每天早上坐火车。
845	I miei colleghi francesi arrivano domani.	我的法国同事明天到。
846	Prendo l'aereo per Roma.	我坐飞机去罗马。
847	Prendete l'autobus numero dieci.	你们坐十路公交车。
848	Vedete quella montagna?	你们看见那座山了吗？
849	La Spagna è famosa per le sue spiagge.	西班牙以海滩闻名。
851	Prendiamo un taxi fino all'hotel.	我们坐出租车去酒店。
853	Ho visitato molti paesi europei.	我去过很多欧洲国家。
854	L'Italia si trova in Europa.	意大利位于欧洲。
856	Devo lavare i vestiti.	我得洗衣服。
857	Le vacche pascolano nel prato.	母牛们在草地上吃草。
858	I bambini fanno i compiti dopo scuola.	孩子们放学后做作业。
859	Vorrei un bicchiere d'acqua.	我想要一杯水。
860	Questa è sua sorella.	这是他/她/您的姐姐或妹妹。
862	Mia mamma prepara la cena.	我妈妈在准备晚饭。
863	Ammiro molto il suo lavoro.	我非常欣赏他的工作。
864	Questa borsa è tua.	这个包是你的。
865	Mio papà lavora in banca.	我爸爸在银行工作。
866	Dov'è il tuo telefono?	你的手机在哪里？
867	Mia cugina studia a Bologna.	我的堂/表姐妹在博洛尼亚上学。
868	Questa canzone mi piace molto.	我很喜欢这首歌。
870	Lei sa parlare inglese.	她会说英语。
872	Faccio un giro in centro dopo cena.	晚饭后我去市中心转一圈。
873	Mio cugino vive a Napoli.	我的堂/表兄弟住在那不勒斯。
874	Sono stato invitato alla festa.	我被邀请参加聚会了。
875	Partecipa a molte gare durante l'anno.	他一年参加很多比赛。
877	Devono arrivare entro le sei.	他们必须在六点前到。
879	Dobbiamo organizzare la riunione.	我们得安排这次会议。
880	L'evento inizia alle sette.	活动七点开始。
881	Mia madre mi chiama ogni sera.	我妈妈每天晚上给我打电话。
882	Lei compra il pane ogni mattina.	她每天早上买面包。
883	Porta fuori la spazzatura, per favore.	请把垃圾拿出去。
884	Ha colpito la palla con una mazza.	他用球棒击中了球。
885	Questo odore è disgustoso.	这个气味很恶心。
886	Dopo cena mangio qualcosa di dolce.	晚饭后我吃点甜的东西。
887	Sul quaderno marco le parole nuove con una stella.	我在笔记本上用星号标记新单词。
888	Le finestre sono pulite.	窗户很干净。
889	Apri la finestra, per favore.	请把窗户打开。
891	Aprite i libri a pagina dieci.	请你们把书翻到第十页。
892	Il pavimento è sporco.	地板很脏。
893	Metto un po' di burro sul pane.	我在面包上抹一点黄油。
894	Il passaporto è nello zaino.	护照在背包里。
895	Dove metti le chiavi?	你把钥匙放在哪里？
896	Metto la pizza nel forno.	我把披萨放进烤箱。
897	I bambini giocano con le palle in giardino.	孩子们在花园里玩球。
898	Ci sediamo sul prato.	我们坐在草地上。
899	Mettete le valigie qui.	你们把行李放在这里。
900	La chiave è nella borsa.	钥匙在包里。
